QCod,QKateg,QPag,QLang,QLect,QPhoto,QSound,QBook
30433,1,16,4,"Mundeni te parkoni ne gjatesine e ketij trotuari ne muajin Prill:","H08","0","ΣΤΑΣΗ 08"
30434,1,16,4,"A mundeni te parkoni menjehere  djathtas tabeles ne (drejtim vertikal me trotuarin) dhe perse:","H10","0","ΣΤΑΣΗ 10"
30435,1,2,4,"Qendrimi ne kete pike:","H11","0","ΣΤΑΣΗ 11"
30436,1,16,4,"Qendrimi ne kete pike:","H12","0","ΣΤΑΣΗ 12"
30437,1,16,4,"Ky automjet eshte i parkuar:","H13","0","ΣΤΑΣΗ 13"
30438,1,16,4,"Ky automjet i cili eshte i parkuar ne te djathte te rruges ka bere shkelje:","H15","0","ΣΤΑΣΗ 15"
30439,1,16,4,"Nese automjeti i juaj eshte parkuar ne kete menyre dritat e postit duhet te jene te ndezura:","H16","0","ΣΤΑΣΗ 16"
30440,1,16,4,"Ne cilen pike te rruges lejohet parkimi:","H18","0","ΣΤΑΣΗ 18"
30441,1,16,4,"Asnje tabele rrugore nuk ju ndalon parkimin. Mund te parkoni ne kete menyre:","H19","0","ΣΤΑΣΗ 19"
30442,1,16,4,"Asnje vije e verdhe nuk ekziston ne trotuar. Automjeti i fotografise eshte i parkuar mire:","H20","0","ΣΤΑΣΗ 20"
30443,1,16,4,"Automjeti eshte parkuar mire:","H21","0","ΣΤΑΣΗ 21"
30444,1,16,4,"Mendoni te parkoni tek rruga e fotografise ndonje dite te Shkurtit. Cilen ane te rruges do te zgjedhni:","H22","0","ΣΤΑΣΗ 22"
30445,1,16,4,"Ne cilen pike te rruges mund te parkoni:","H23","0","ΣΤΑΣΗ 23"
30446,1,16,4,"Distanca e autovetures nga semafori i fotografise eshte 15 m. Lejohet parkimi i autovetures ne ate pike qe gjendet:","H24","0","ΣΤΑΣΗ 24"
30447,1,2,4,"Mendoni te parkoni ne rrugen e fotografise ne nje  nga ditet e Korrikut. Cilen ane te rruges automobilistike do te zgjidhni:","H25","0","ΣΤΑΣΗ 25"
30448,1,16,4,"Perse nuk mundeni te qendroni tek ana e djathte e rruges:","H26","0","ΣΤΑΣΗ 26"
30449,1,18,4,"Ne rruge teke me nje drejtim, nese  gjeresia e rruges eshte e mjaftueshme, mundeni te parkoni edhe majtas:","0","0","ΣΤΑΣΗ 27"
30450,1,18,4,"Ndaloni automjetin tuaj para Postes per te blere pulla:","0","0","ΣΤΑΣΗ 28"
30451,1,18,4,"Nje vije e verdhe e vazhdueshme ne anet e trotuarit:","0","0","ΣΤΑΣΗ 29"
30452,1,18,4,"Ne cfare distance nga stacioni i autobuzeve lejohet te parkoni automjetin tuaj.","0","0","ΣΤΑΣΗ 30"
30453,1,18,4,"Kur parkoni automjetin tuaj te udhetareve naten ne rruge qe ndricimi nuk eshte i mjaftueshem, cilat drita duhet te mbani ndezur:","0","0","ΣΤΑΣΗ 31"
30454,1,18,4,"Ne cfare distance nga kryqezimi lejohet te parkoni automjetin tuaj:","0","0","ΣΤΑΣΗ 32"
30455,1,18,4,"Ne cfare distance nga semafori ndricues lejohet te parkoni automjetin tuaj:","0","0","ΣΤΑΣΗ 34"
30456,1,18,4,"Ne cfare distance para dhe pas kalimit hekurudhor lejohet te parkoni mjetin tuaj.","0","0","ΣΤΑΣΗ 35"
30457,1,18,4,"Ne cilin rast lejohet parkimi i automjetit paralelisht me automjetin tjeter i cili eshte parkuar rregullisht ne gjatesi te rruges:","0","0","ΣΤΑΣΗ 36"
30458,1,18,4,"Ne cfare distance nga rubineta e zjarrfiksit lejohet te parkoni automjetin tuaj:","0","0","ΣΤΑΣΗ 37"
30459,1,18,4,"Ne cfare vendi ne rruge me nje drejtim lejohet parkimi i automjeteve nese nuk ekziston tabele ndaluese:","0","0","ΣΤΑΣΗ 38"
30460,1,18,4,"Ne cilin rast lejohet te parkoni automjetin tuaj mbi trotuar:","0","0","ΣΤΑΣΗ 39"
30461,1,18,4,"Ne cilen nga vendet qe vijojne ndalohet te parkoni automjetin tuaj:","0","0","ΣΤΑΣΗ 40"
30462,1,18,4,"Cili eshte detyrimi juaj kur parkoni automjetin tuaj ne nje rruge qe nuk ka trotuar:","0","0","ΣΤΑΣΗ 41"
30463,1,18,4,"Per tu nisur me siguri nga vendi i parkimit si veprim te fundit gjithmone te:","0","0","ΣΤΑΣΗ 43"
30464,1,18,4,"Doni te lini automjetin tuaj te parkuar ne nje rruge. Mund te lini motorin ndezur deri kur te ktheheni:","0","0","ΣΤΑΣΗ 44"
30465,1,18,4,"Parkoni automjetin tuaj ne ane te nje rruge  me anen e perparme ne ngjitje te Iakuar. Do duhet  te vendosni frena dore dhe te zgjidhni:","0","0","ΣΤΑΣΗ 45"
30466,1,18,4,"Parkoni automjetin tuaj ne ane te nje rruge automobilistike me anen e pasme ne nje rruge me lakim te perpjete. Do te duhet te vini frena dore dhe te zgjedhni marshin:","0","0","ΣΤΑΣΗ 47"
30467,1,18,4,"Ne nje parkometer ka akoma kohe e cila teproi nga parkimi i automjetit te mepareshem. Si veproni nese doni te parkoni atje:","0","0","ΣΤΑΣΗ 50"
30468,1,18,4,"Ne nje rruge me drejtim te dyfishte nuk ndalohet parkimi majtas dhe djathtas ne te, paralelisht drejt boshtit te rruges. Ku lejohet te parkoni:","0","0","ΣΤΑΣΗ 51"
30469,1,18,4,"CiIa eshte distanca minimale qe duhet te lini kur parkoni ose ndaleni para kalimit te kembesoreve:","0","0","ΣΤΑΣΗ 52"
30470,1,18,4,"Ne cilin rast rekomandohet te ndizni naten dritat e vendit te shoferit:","0","0","ΣΤΑΣΗ 53"
30471,1,1,4,"Ne kete rast:","Th02","0","ΠΡΟΣΠΕΡΑΣΗ 02"
30472,1,1,4,"Ne kete rast nese terheqja prapa eshte e domosdoshme:","Th03","0","ΠΡΟΣΠΕΡΑΣΗ 03"
30473,1,1,4,"Ne kete rast nese ecja prapa eshte e domosdoshme:","Th05","0","ΠΡΟΣΠΕΡΑΣΗ 05"
30474,1,1,4,"Autobuzi eshte i ndalur ne stacion. Ju perderisa korseja e majte eshte e lire vendosni ta parakaloni. Cfare duhet te kini kujdes gjate kohes se parakalimit:","Th07","0","ΠΡΟΣΠΕΡΑΣΗ 07"
30475,1,1,4,"Automjeti juaj ka pershpejtim te mire por ne distance te vogel disa metra dalloni vije te vazhdueshme ndermjet drejtimeve te qarkullimit:","Th08","0","ΠΡΟΣΠΕΡΑΣΗ 08"
30476,1,15,4,"Ne kete rast do te duhej te leshoni perparesi kalimi tek nje automjet i cili vjen perball jush:","Th09","0","ΠΡΟΣΠΕΡΑΣΗ 09"
30477,1,15,4,"Nje makine vjen nga ana e kundert. Duhet te ngadalesoje per tju leshuar parakalimin:","Th10","0","ΠΡΟΣΠΕΡΑΣΗ 10"
30478,1,1,4,"Mbaroni parakalimin tuaj. Per tu rifutur ne korsen e djathte:","Th11","0","ΠΡΟΣΠΕΡΑΣΗ 11"
30479,1,15,4,"Automjeti No.1 ka ndezur sinjalin e majte (flash) per tu kthyer. Automjeti No.2 sapo parakaloi nga e djathta:","Th12","0","ΠΡΟΣΠΕΡΑΣΗ 12"
30480,1,1,4,"Pamja eshte e shkelqyer:","Th13","0","ΠΡΟΣΠΕΡΑΣΗ 13"
30481,1,15,4,"Ky automjet mbaron parakalimin e automjetit tuaj:","Th14","0","ΠΡΟΣΠΕΡΑΣΗ 14"
30482,1,15,4,"Ne kete rast nese nje veprim per te bere pas (indietro) eshte e domosdoshme:","Th15","0","ΠΡΟΣΠΕΡΑΣΗ 15"
30483,1,15,4,"Ne kete rruge:","Th16","0","ΠΡΟΣΠΕΡΑΣΗ 16"
30484,1,15,4,"Ne kete rast mundeni te parakaloni:","Th17","0","ΠΡΟΣΠΕΡΑΣΗ 17"
30485,1,2,4,"Automjeti me ngjyre te kuqe parakalon:","Th19","0","ΠΡΟΣΠΕΡΑΣΗ 19"
30486,1,1,4,"Ne kete rast:","Th20","0","ΠΡΟΣΠΕΡΑΣΗ 20"
30487,1,1,4,"Nese eshte e domosdoshme, automjeti qe ngjitet duhet te ndalet dhe te beje pas ne menyre qe te lejoje parakalimin tek automjeti qe eshte ne zbritje:","Th21","0","ΠΡΟΣΠΕΡΑΣΗ 21"
30488,1,20,4,"Per te kaluar ne krah te nje kembesori jini i detyruar te lini nje distance te pakten:","0","0","ΠΡΟΣΠΕΡΑΣΗ 24"
30489,1,20,4,"Nje automjet qe ju ndjek behet gati tju parakaloje ndersa mbi rruge automobilistike ka shigjeta qe tregojne se rruga ne drejtimin qe ju qarkulloni ngushtohet:","0","0","ΠΡΟΣΠΕΡΑΣΗ 25"
30490,1,20,4,"Jini duke drejtuar automjetin tuaj mbas nje kamioni te rende. Per te vendosur nese do te nisni proceduren e parakalimit duhet:","0","0","ΠΡΟΣΠΕΡΑΣΗ 26"
30491,1,20,4,"Nese kalimi i automjeteve qe levizin  nga  ana e kundert ne rruge me pjeresi te veshtire , automjeti qe si rregull duhet ndaloje i pari eshte ai qe zbret:","0","0","ΠΡΟΣΠΕΡΑΣΗ 27"
30492,1,20,4,"Per te parakaluar nje kafshe apo nje kalores, detyroheni te ruani nje distance te vogel ne krah:","0","0","ΠΡΟΣΠΕΡΑΣΗ 28"
30493,1,20,4,"Ne cilen nga rastet e meposhtme, ndalohet  parakalimi.","0","0","ΠΡΟΣΠΕΡΑΣΗ 29"
30494,1,20,4,"Gjate parakalimit te automjeteve qe permenden me poshte, nga cili do te lini distance me te madhe per aresye sigurie.","0","0","ΠΡΟΣΠΕΡΑΣΗ 30"
30495,1,20,4,"Cfare detyrimi kini kur konceptoni se shoferi qe vjen pas jush ka qellim t'ju parakaloje:","0","0","ΠΡΟΣΠΕΡΑΣΗ 31"
30496,1,20,4,"Cfare duhet te beni nese momentin qe filloni te parakaloni automjetin qe ecen para jush ai shton shume shpejtesine e tij:","0","0","ΠΡΟΣΠΕΡΑΣΗ 32"
30497,1,20,4,"Cfare duhet te beni per te kaluar nje kalim te sheshte te pa ruajtur hekurudhor:","0","0","ΠΡΟΣΠΕΡΑΣΗ 33"
30498,1,20,4,"Ne cilin rast lejohet parakalimi nga e djathta:","0","0","ΠΡΟΣΠΕΡΑΣΗ 34"
30499,1,20,4,"CiIi eshte reziku qe ekziston gjate parakalimit ne nje rruge te drejte dhe me pamje te mire:","0","0","ΠΡΟΣΠΕΡΑΣΗ 35"
30500,1,20,4,"Ne cilin rast lejohet te parakaloni automjet para jush i cili parakalon automjet tjeter:","0","0","ΠΡΟΣΠΕΡΑΣΗ 38"
30501,1,20,4,"Normalisht, lejohet te parakaloni vetem nga ana e majte. Ne cilin nga rastet e meposhtme mund te parakaloni nga ana e djathte:","0","0","ΠΡΟΣΠΕΡΑΣΗ 40"
30502,1,20,4,"Ne nje rruge te perpjete doni te parakaloni   nje ciklist. Si duhet te veproni:","0","0","ΠΡΟΣΠΕΡΑΣΗ 41"
30503,1,20,4,"Cfare duhet te kini kujdes gjate procesit te parakalimit te automjetit tjeter, lidhur me distancen anesore:","0","0","ΠΡΟΣΠΕΡΑΣΗ 44"
30504,1,20,4,"Si duhet te veproni kur doni te mbaroni procesin  e parakalimit:","0","0","ΠΡΟΣΠΕΡΑΣΗ 45"
30505,1,20,4,"Pas nje kamioni eshte krijuar nje varg i madh prej autoveturash. Cila autoveture duhet te kaloje e para:","0","0","ΠΡΟΣΠΕΡΑΣΗ 46"
30506,1,20,4,"Ne cilet raste era anesore e forte mund te behet ne menyre te vecante e rrezikshme:","0","0","ΠΡΟΣΠΕΡΑΣΗ 49"
30507,1,20,4,"Cili gabim i shoferimit gjate parakalimit ne rruge te qarkullimit te shpejte pa trotuar ndares, shpie ne aksidente rrugore serioze:","0","0","ΠΡΟΣΠΕΡΑΣΗ 51"
30508,1,20,4,"Kur lejohet te nisni parakalimin:","0","0","ΠΡΟΣΠΕΡΑΣΗ 52"
30509,1,7,4,"Kjo tabele thekson nje seri kthesash nga te cilat e para eshte me drejtim majtas:","I01","0","ΣΤΡΟΦΕΣ 01"
30510,1,7,4,"Kjo tabele thekson nje seri kthesash per nje distance prej 200 m.","I02","0","ΣΤΡΟΦΕΣ 02"
30511,1,15,4,"Si duhet te veproni kur shikoni tabelat rrugore te fotografise dhe perse:","I03","0","ΣΤΡΟΦΕΣ 03"
30512,1,2,4,"Perse ketu duhet te shoferoni me kujdes te vecante:","I04","0","ΣΤΡΟΦΕΣ 04"
30513,1,2,4,"Cili eshte paralajmerimi i tabelave te fotografise:","I05","0","ΣΤΡΟΦΕΣ 05"
30514,1,19,4,"Forca centrifugale:","0","0","ΣΤΡΟΦΕΣ 07"
30515,1,19,4,"Nga cilet faktore influencohet madhesia e forces centrifugale mbi kthese:","0","0","ΣΤΡΟΦΕΣ 08"
30516,1,19,4,"Kur shoferoni ne nje kthese, shpejtesia minimale e automjetit tuaj duhet te jete kur:","0","0","ΣΤΡΟΦΕΣ 09"
30517,1,19,4,"Ne kthesat nese automjeti juaj eshte i mbingarkuar:","0","0","ΣΤΡΟΦΕΣ 10"
30518,1,19,4,"Si veproni ne kthesat e ngushta, te mbyllura:","0","0","ΣΤΡΟΦΕΣ 11"
30519,1,19,4,"Cfare mund te na shpjere ne gjendje vecanerisht te rrezikshme gjate levizjes ne kthese:","0","0","ΣΤΡΟΦΕΣ 12"
30520,1,19,4,"Cfare duhet te llogarise shoferi i nje automjeti qe eshte pas nje kamioni te rende i cili do qe te kthehet djathtas ne nje rruge:","0","0","ΣΤΡΟΦΕΣ 14"
30521,1,19,4,"Sa here qe shpejtesia dyfishohet forca centrifugale dyfishohet:","0","0","ΣΤΡΟΦΕΣ 15"
30522,1,19,4,"Ecni me shpejtesi me autoveturen tuaj ne nje kthese. Cfare mund te ndodhe nese frenoni befasisht forte:","0","0","ΣΤΡΟΦΕΣ 16"
30523,1,19,4,"Ndryshoni marshin brenda ktheses :","0","0","ΣΤΡΟΦΕΣ 17"
30524,1,2,4,"Cili automjet duhet te prese qe te kalojne kembesoret:","Ia03","0","ΣΥΝΥΠΑΡΞΗ 03"
30525,1,2,4,"Mund te merrni vendimin per te parakaluar kete kamion nga e djathta:","Ia06","0","ΣΥΝΥΠΑΡΞΗ 06"
30526,1,1,4,"Sic duket kamioni hyn tek ryma qendrore e qarkullimit nga korseja e pershpejtimit, cfare mund te beje shoferi i nje autoveture i cili leviz tek korseja e djathte per te kontribuar ne sigurine e qarkullimit:","Ia07","0","ΣΥΝΥΠΑΡΞΗ 07"
30527,1,15,4,"Mund te kryeni parakalim prane nje kalimi kembesoresh:","Ia08","0","ΣΥΝΥΠΑΡΞΗ 08"
30528,1,2,4,"Jini i ndalur ne nje fener te kuq perpara kalimit te kembesoreve. Feneri jeshil i kalimit te kembesoreve behet i kuq. Si veproni?","Ia11","0","ΣΥΝΥΠΑΡΞΗ 11"
30529,1,16,4,"Lejoni te pershkojne rrugen kembesoret:","Ia12","0","ΣΥΝΥΠΑΡΞΗ 12"
30530,1,2,4,"Cfare duhet te beni ne kete rast:","Ia14","0","ΣΥΝΥΠΑΡΞΗ 14"
30531,1,2,4,"Tek semafori i fotografise, ka dale drita jeshile stabile dhe drite e verdhe ne forme shigjete e cila ndizet e shuhet. Ju mendoni te ecni drejt. Si do te vazhdoni ecjen tuaj:","Ia15","0","ΣΥΝΥΠΑΡΞΗ 15"
30532,1,16,4,"Ku duhet te kini vemendjen tuaj ketu:","Ia16","0","ΣΥΝΥΠΑΡΞΗ 16"
30533,1,1,4,"Jini duke levizur tek korseja e mesme e nje rruge. Cfare duhet te kini kujdes ne menyre te vecante dhe si duhet te veproni ne kete rast:","Ia17","0","ΣΥΝΥΠΑΡΞΗ 17"
30534,1,2,4,"Ne rruge qe levizni shikoni inspektorin shkollor vullnetar rrugor te jete ne kete pozicion. Si veproni:","Ia18","0","ΣΥΝΥΠΑΡΞΗ 18"
30535,1,16,4,"Cilet automjete duhet te ndalen qe te kalojne me siguri kembesoret:","Ia19","0","ΣΥΝΥΠΑΡΞΗ 19"
30536,1,20,4,"Jini gati per te parakaluar, dalloni nga pasqyra juaj e jashtme driten e nje motociklete:","0","0","ΣΥΝΥΠΑΡΞΗ 20"
30537,1,22,4,"Per te ndryshuar drejtim akoma edhe kur nuk ka ndonje drejtues tjeter automjeti reth jush, jini i detyruar te ndizni sinjalin flash:","0","0","ΣΥΝΥΠΑΡΞΗ 21"
30538,1,22,4,"Jini i detyruar te Iehtesoni kalimin e nje mjeti te ndihmes se shpejte:","0","0","ΣΥΝΥΠΑΡΞΗ 23"
30539,1,22,4,"U lejoni kalim automjeteve te ndihmes se shpejte:","0","0","ΣΥΝΥΠΑΡΞΗ 26"
30540,1,22,4,"Afroheni prane nje shkolle. Nxenesit braktisin  godinen e shkolles. Cfare duhet te kini kujdes:","0","0","ΣΥΝΥΠΑΡΞΗ 27"
30541,1,22,4,"Kur Ievizni ne rruge, jashte rajonit te banimit ku nuk ndricohet mire ne cilat raste lejohet te perdorni dritat e ecjes (te medha) te automjetit:","0","0","ΣΥΝΥΠΑΡΞΗ 29"
30542,1,22,4,"Ne cilat raste lejohet ti bihet burise brenda qyteteve.","0","0","ΣΥΝΥΠΑΡΞΗ 30"
30543,1,22,4,"Pasi drejtoni automjetin shikoni nje  kembesor i cili mban nje bastun te bardhe. Ky person ka mundesi te jete:","0","0","ΣΥΝΥΠΑΡΞΗ 31"
30544,1,19,4,"Tek kryqezimi ku semafori i ecjes perpara shenon drite jeshile dhe automjet tjeter ose kembesor leviz akoma nga shenjedhenja e meparshme, cili eshte detyrimi juaj:","0","0","ΣΥΝΥΠΑΡΞΗ 32"
30545,1,22,4,"Neqoftese konceptoni se nje automjet, i cili  vjen nga drejtimi i kundert drejt mjetit me  tuaj per aresye te avarise mekanike ose per shkak tjeter si do te reagoni:","0","0","ΣΥΝΥΠΑΡΞΗ 33"
30546,1,22,4,"Ne rajone te banuara gjate nates kur automjeti juaj eshte ne levizje, cilat drita duhet te jene detyrimisht te ndezura:","0","0","ΣΥΝΥΠΑΡΞΗ 34"
30547,1,21,4,"Ne cilat nga rastet e meposhteme lejohet te perdorni dritat e mjegulles:","0","0","ΣΥΝΥΠΑΡΞΗ 35"
30548,1,22,4,"Me cfare menyre konstatohet hypja dhe zbritja e nxenesve ne automjetin shkollor:","0","0","ΣΥΝΥΠΑΡΞΗ 36"
30549,1,22,4,"Si duhet te veproni kur nje perplasje me kafshe te egra eshte e paevitueshme:","0","0","ΣΥΝΥΠΑΡΞΗ 37"
30550,1,19,4,"Tek kryqezimet ku ka kalime kembesoresh dhe qarkullimi nuk koordinohet nga Polici i trafikut ose nga semaforet, cilet kane perparesine e kalimit:","0","0","ΣΥΝΥΠΑΡΞΗ 40"
30551,1,22,4,"Ne cilin rast lejohet te nderprisni kolona ushtarake qe kalojne para jush ose procesione fetare:","0","0","ΣΥΝΥΠΑΡΞΗ 42"
30552,1,22,4,"Gjysma e nje rruge automobilistike eshte e  mbyllur per aresye te nje kantieri. Ne kantier  arrijne njekohesisht dhe nga drejtime te   kunderta dy automjete. Cili automjet duhet te prese:","0","0","ΣΥΝΥΠΑΡΞΗ 45"
30553,1,22,4,"Si duhet te veproni si shofer i nje automjeti pasagjeresh kur lini te hypin ose te zbresin nga automjeti femije:","0","0","ΣΥΝΥΠΑΡΞΗ 46"
30554,1,22,4,"Shikoni njerez te cilet presin ne nje kalim per kembesore, te cilet nuk kane predispozicion evident te pershkojne kalimin. Ju:","0","0","ΣΥΝΥΠΑΡΞΗ 47"
30555,1,22,4,"Kur duhet si shofer autoveture te vesh ne funksion dritat e nevojes se jashtzakoneshme:","0","0","ΣΥΝΥΠΑΡΞΗ 48"
30556,1,22,4,"Automjeti i juaj mbeti per shkak te defektit ne nje rruge provinciale. Cfare duhet te kini kujdes gjate rimorkimit:","0","0","ΣΥΝΥΠΑΡΞΗ 50"
30557,1,22,4,"Perpara automjetit tuaj kalon nje kope me kafshe. Cfare duhet te llogarisni:","0","0","ΣΥΝΥΠΑΡΞΗ 53"
30558,1,22,4,"Ne nje rruge provinciale ku bie shi dhe eshte  erresire vijne perballe jush automjete me drita te kryqezimit te ndezura(te mesmet) Cfare duhet te merrni parasysh:","0","0","ΣΥΝΥΠΑΡΞΗ 54"
30559,1,22,4,"Cilet faktore mund te shkaktojne rreziqe ne  qarkullimin rrugor:","0","0","ΣΥΝΥΠΑΡΞΗ 55"
30560,1,22,4,"Kundrejt cileve perdoruesve te tjere te rjetit rrugor automobilistik duhet te jini vecanerisht  te kujdeseshem :","0","0","ΣΥΝΥΠΑΡΞΗ 56"
30561,1,22,4,"Cfare kupton dikush me kushtin <<Shoferim mbrojtes>>:","0","0","ΣΥΝΥΠΑΡΞΗ 59"
30562,1,22,4,"Perse nuk lejohet qe shoferet te ecin shume ngadale pa aresye:","0","0","ΣΥΝΥΠΑΡΞΗ 61"
30563,1,22,4,"Nje motociklete me dy rrota e cila Ieviz me shpejtesi te vogel, hyn befas para jush ne nje  rruge me qarkullim te dendur:","0","0","ΣΥΝΥΠΑΡΞΗ 62"
30564,1,22,4,"Cfare merrni parasysh kur afroheni me automjetin tuaj prane femijve:","0","0","ΣΥΝΥΠΑΡΞΗ 63"
30565,1,22,4,"Ne cilen distance duhet te vendosni trekendeshin paralajmerues kur nje autoveture braktiset ne nje rruge me qarkullim te shpejte:","0","0","ΣΥΝΥΠΑΡΞΗ 65"
30566,1,11,4,"Gjeni treguesit e njejte tek tabelat e drejtimeve dhe tek  hartat rrugore:","Ib01","0","ΔΙΑΔΡΟΜΗ 01"
30567,1,16,4,"A eshte keshillim i drejte qe te beni pushime:","Ib03","0","ΔΙΑΔΡΟΜΗ 03"
30568,1,11,4,"Tabela E - 92 ne fond jeshil tregon:","Ib04","0","ΔΙΑΔΡΟΜΗ 04"
30569,1,15,4,"Jini i predispozuar per te ecur drejte, por automjeti me ngjyre te bardhe eshte ndalur ne pozicion te keq duke pritur te pershkoje rrugen dhe ka mbyllur nje pjese te korses tuaj te qarkullimit. Si do te veproni:","Ib06","0","ΔΙΑΔΡΟΜΗ 06"
30570,1,1,4,"Shoferi i autovetures me ngjyre te kuqe ka ndezur sinjalin (flashin) e majte, sepse ka ndermend te spostohet tek korseja e majte e qarkullimit, tek e cila eshte ne ecje nje automjet tjeter. Si duhet te levize:","Ib07","0","ΔΙΑΔΡΟΜΗ 07"
30571,1,1,4,"Levizni tek korseja e mesme ne rrugen e fotografise dhe kini nder mend te ktheheni majtas tek kryqezimi vijues.Cilat jane veprimet qe duhet te kryeni:","Ib08","0","ΔΙΑΔΡΟΜΗ 08"
30572,1,1,4,"Si do te veproni ne kete rast:","Ib09","0","ΔΙΑΔΡΟΜΗ 09"
30573,1,2,4,"Cili eshte qellimi i pasqyres se fotografise:","Ib12","0","ΔΙΑΔΡΟΜΗ 12"
30574,1,1,4,"Si levizni ne kete rast:","Ib14","0","ΔΙΑΔΡΟΜΗ 14"
30576,1,23,4,"Per itinerare udhetuese te medha, ndiqni kryesisht tabelat treguese te drejtimit me ngjyre te fondit ( zokolatures):","0","0","ΔΙΑΔΡΟΜΗ 17"
30577,1,23,4,"Per te bere nje udhetim reth 500 Km me nje shpejtesi mesatare 100 Km/h do te beni pothuajse:","0","0","ΔΙΑΔΡΟΜΗ 22"
30578,1,23,4,"Ne cilat nga rastet qe vijojne jini te detyruar te ngadalesoni shpejtesine e automjetit tuaj:","0","0","ΔΙΑΔΡΟΜΗ 23"
30579,1,23,4,"Kur behet fjale per te lene nje shesh, jini i detyruar te Iajmeroni me sinjalin (flash) ata  qe vijne pas jush:","0","0","ΔΙΑΔΡΟΜΗ 25"
30580,1,26,4,"Gjate ecjes tuaj me automjet konstatoni se kini humbur kontrollin e automjetit sepse ne asfalt ka vajra. Cfare do te beni:","0","0","ΔΙΑΔΡΟΜΗ 28"
30581,1,28,4,"Sa lejohet te dale jashte ngarkesa nga ana e pasme e nje automjeti me gjatesi karocerie 4 m.","0","0","ΔΙΑΔΡΟΜΗ 29"
30582,1,23,4,"Ne rast se tek autovetura juaj ka femije me moshe nen 12 (dymbedhjete) vjec, si duhet te transportohen ne menyre te sigurte:","0","0","ΔΙΑΔΡΟΜΗ 31"
30583,1,26,4,"Perse eshte e rezikshme te vini shpejtesi te madhe sapo niseni:","0","0","ΔΙΑΔΡΟΜΗ 33"
30584,1,23,4,"Si paralajmeron nje shofer pjesen tjeter te  qarkullimit kur konstaton se ka difekt tek automjeti i tij ndersa Ieviz dhe detyrohet te ndalet:","0","0","ΔΙΑΔΡΟΜΗ 34"
30585,1,23,4,"Cilat jane pasojat qe shkaktohen nga transportimi i bagazheve mbi kabine te autovetures(me zgare):","0","0","ΔΙΑΔΡΟΜΗ 35"
30586,1,26,4,"Perse eshte e rrezikshme te pershpejtoni fort gjate nisjes:","0","0","ΔΙΑΔΡΟΜΗ 36"
30587,1,18,4,"Kur lejohet te beni mprapsht (indietro) me automjetin tuaj:","0","0","ΔΙΑΔΡΟΜΗ 37"
30588,1,23,4,"Drejtoni automjetin naten me drita te medha. Kur duhet te ndizni dritat e mesme.","0","0","ΔΙΑΔΡΟΜΗ 38"
30589,1,26,4,"Autovetura juaj gjate frenimit reshqet. Si duhet te reagoni:","0","0","ΔΙΑΔΡΟΜΗ 39"
30590,1,26,4,"Lageshtia mund te ndikoje negativisht efikasitetin e frenimit. Si duhet te veproni ne kete rast:","0","0","ΔΙΑΔΡΟΜΗ 40"
30591,1,30,4,"Drejtoni automjetin ne nje rruge provinciale ne rjesht automjetesh. Si duhet te silleni:","0","0","ΔΙΑΔΡΟΜΗ 44"
30592,1,23,4,"Kini ndotur ne menyre te ekzagjeruar rrugen automobilistike. Si duhet te veproni:","0","0","ΔΙΑΔΡΟΜΗ 45"
30593,1,23,4,"Ne cilet pjese te rruges nuk lejohet te hyni,  nese per aresye te bllokimit te trafikut do te duhej te prisnit:","0","0","ΔΙΑΔΡΟΜΗ 46"
30594,1,27,4,"Ne cilat raste eshte e mundur qe nje mjet i motorizuar ne rruge te thate e te drejte te lakohet ne brinje:","0","0","ΔΙΑΔΡΟΜΗ 47"
30595,1,200,4,"Po te  kryeni per here te pare shkelje e cila lidhet me  permbajtjen e alkoolit  ne gjak dhe ajo eshte nga 0,5 deri me 0,8 gram/liter:","Ic05","0","ΑΛΚΟΟΛ 05"
30596,1,201,4,"Pembajtja e lejuar e alkoolit ne gjak eshte:","Ic06","0","ΑΛΚΟΟΛ 06"
30597,1,200,4,"Nese do te konstatohet nga kontrollet e Autoinspektorjatit se drejtoni automjetin nen ndikimin e alkoolit me permbajte ne gjak mbi 0,8 gram dhe deri 1,10 gram per liter, denoheni me:","Ic08","0","ΑΛΚΟΟΛ 08"
30598,1,200,4,"Nese konstatohet se drejtoni automjetin nen ndikimin e aIkoolit me permbajtje mbi 1,10 gram per liter gjak, per here te dyte brenda 2 vjeteve (perserites) denoheni me:","Ic09","0","ΑΛΚΟΟΛ 09"
30599,1,25,4,"Konsumimi i pijeve alkolike.","0","0","ΑΛΚΟΟΛ 10"
30600,1,25,4,"Pirja e cigares ne ambientin e mbyllur te automjetit ndikon ne gjendjen fiziollogjike te shoferit:","0","0","ΑΛΚΟΟΛ 12"
30601,1,25,4,"Ne gjendje dehjeje te dukshme tuaj (mbi 1.10) gram per liter gjaku) Autoinspektoriati mundet:","0","0","ΑΛΚΟΟΛ 13"
30602,1,201,4,"Perqindje alkooli ne gjak me te larte se kufiri i lejuar:","0","0","ΑΛΚΟΟΛ 14"
30603,1,25,4,"Sa eshte perqindja minimale e Alkoolit ne gjak qe konsiderohet se shoferi gjendet nen ndikimin e tij.","0","0","ΑΛΚΟΟΛ 16"
30604,1,25,4,"Nese do te dilni me nje grup per te defryer cfare duhet te beni per tu kthyer me siguri:","0","0","ΑΛΚΟΟΛ 17"
