AQCod,AAA,ALect,ACorr,ASound
23111,1,"Не пускают газы горения в гнездо коленчатого вала.",1,"0"
23111,2,"Не пускают масла смазочной системы в камеру горения.",0,"0"
23111,3,"Смазывают поверхности поршня - цилиндра.",0,"0"
23112,2,"Потому что гидравлическая тормозная система не достаточна для торможения транспортных средств.",1,"0"
23112,1,"Потому что вождение становится более удобным.",0,"0"
23112,3,"Потому что наружная порча в сети трубопроводов и в других механизмах пневматических тормозов очень редка.",0,"0"
23113,1,"Один оборот.",1,"0"
23113,3,"Четыре оборота.",0,"0"
23113,2,"Два оборота.",0,"0"
23114,3,"От распределительного вала с помощью ремня.",0,"0"
23114,1,"От коленчатого вала с помощью ремня.",1,"0"
23114,2,"От распределительного вала с специальными гранатами.",0,"0"
23115,2,"Принужденной циркуляцией масла.",1,"0"
23115,3,"Смешанной системой.",0,"0"
23115,1,"Инъекцией масел.",0,"0"
23116,3,"Чтобы увеличить сцепление шин на дороге.",0,"0"
23116,2,"Чтобы увеличить применение мышечной силы водителя при поворотах.",1,"0"
23116,1,"Чтобы уменьшить применение мышечной силы водителя при поворотах.",0,"0"
23117,3,"Всасывает воздух и направляет его в систему охлаждения.",0,"0"
23117,2,"Всасывает воздух и направляет его в систему подвески.",0,"0"
23117,1,"Всасывает, сжимает воздух и вводит его в газохранилище.",1,"0"
23118,2,"К гидравлической –  пневматической тормозной системе.",1,"0"
23118,3,"К электрической тормозной системе.",0,"0"
23118,1,"К механической тормозной системе.",0,"0"
23119,3,"Для того, чтобы не допускать проход газов сгорания в кривошипную камеру.",0,"0"
23119,2,"Для того, чтобы не допускать смазочному маслу проникнуть в камеру сгорания.",1,"0"
23119,1,"Для смазки распределителя.",0,"0"
23120,1,"Делают вождение автомобиля стабильным.",0,"0"
23120,3,"Соединяют раму автомобиля с колесами.",0,"0"
23120,2,"Контролируют и быстро затухают колебания пружин, происходящих при встрече колесами неровностей на дороге.",1,"0"
23121,2,"Производит необходимый сжатый воздух.",0,"0"
23121,3,"Распределяет воздух между больше одной цепи.",0,"0"
23121,1,"Автоматически регулирует давление в цилиндрах тормозов в соответствии с нагрузкой транспортного средства.",1,"0"
23122,3,"Всасывает охлаждающую жидкость с помощью термостата и направляет её к водяным рубашкам двигателя.",0,"0"
23122,2,"Всасывает охлаждающую жидкость из нижней водяной камеры радиатора и направляет её, под давлением, к водяным рубашкам двигателя.",1,"0"
23122,1,"Всасывает охлаждающую жидкость из верхней водяной камеры радиатора и направляет её, естественным течением, к водяным рубашкам двигателя.",0,"0"
23123,3,"Чтобы освободить двигатель.",0,"0"
23123,2,"Чтобы ограничить применение ножных тормозов во время движения транспортного средства по склону.",1,"0"
23123,1,"Чтобы сэкономить горючее.",0,"0"
23124,3,"На то, как отпускается педаль тормозной системы после нажатия.",0,"0"
23124,2,"На показание манометров, расположенных на панели приборов.",1,"0"
23124,1,"На то, каким образом работают тормоза.",0,"0"
23125,3,"Впускные и выпускные клапаны.",1,"0"
23125,2,"Вентилятор.",0,"0"
23125,1,"Коленчатый вал.",0,"0"
23126,2,"Холодильник – термостат - радиатор - гидронасос – холодильник.",0,"0"
23126,1,"Холодильник – радиатор- гидронасос - термостат – холодильник.",0,"0"
23126,3,"Холодильник – гидронасос - термостат - радиатор – холодильник.",1,"0"
23127,1,"1 (одну).",0,"0"
23127,3,"3 (три).",0,"0"
23127,2,"2 (две).",1,"0"
23128,1,"Давление масла гидравлических тормозов.",0,"0"
23128,3,"Количество масла в картере.",0,"0"
23128,2,"Давление масла двигателя.",1,"0"
23129,3,"Четыре (4).",0,"0"
23129,1,"Два (2).",1,"0"
23129,2,"Три (3).",0,"0"
23130,2,"Увеличивает число оборотов ведущих колес по отношению к оборотам ведущего вала по передаче движения.",0,"0"
23130,1,"Дифференцирует обороты одного ведущего колеса от другого.",1,"0"
23130,3,"Изменяет направление движения на 40 градусов.",0,"0"
23131,3,"Цепь центрального электронного запирания дверей.",0,"0"
23131,1,"Подачу топлива.",1,"0"
23131,2,"Цепь внутреннего освещения опасности.",0,"0"
23132,3,"Потому что поддаётся свечам зажигания ток большей силы тока.",0,"0"
23132,2,"Потому что поддаётся распылителям топлива большее количество нефти.",1,"0"
23132,1,"Потому что открывается больше впускной клапан.",0,"0"
23133,3,"Уменьшать скорость выброса выхлопных газов, чтобы согреть внутреннее пространство транспортного средства.",0,"0"
23133,2,"Уменьшать скорость выброса выхлопных газов, чтобы уменьшить потребление топлива.",0,"0"
23133,1,"Уменьшать скорость выброса выхлопных газов, чтобы уменьшить шум.",1,"0"
23134,2,"Выключение тока вентилятора.",0,"0"
23134,1,"Поломка термостата.",1,"0"
23134,3,"Небольшая вместимость радиатора.",0,"0"
23135,1,"Заменять лампочки фар лампочками большей мощностью, чтобы  обеспечивать их повышенную продолжительность работы.",0,"0"
23135,3,"Периодически проверять эффективность и функциональность запасных лампочек.",0,"0"
23135,2,"Часто очищать поверхность фар.",1,"0"
23136,1,"Вы должны заменить лампы на другие более высокого рабочего напряжения, для того, чтобы улучшить эффективность фар.",0,"0"
23136,2,"Вы должны оставлять грязными стекла фар для того, чтобы избегать их выгорания.",0,"0"
23136,3,"Вы должны периодически проверять работу указателей поворотов.",1,"0"
23137,1,"1 мм.",1,"0"
23137,2,"1,5 мм.",0,"0"
23137,3,"2 мм.",0,"0"
23138,3,"Что давление масла - недостаточное.",1,"0"
23138,2,"Что смазка нормальная.",0,"0"
23138,1,"Что генератор не заряжает аккумуляторную батарею.",0,"0"
23139,2,"Высоту рисунка протектора шин.",0,"0"
23139,1,"Уровень охлаждающей жидкости двигателя.",0,"0"
23139,3,"Давление шин.",1,"0"
23140,3,"Из-за неисправной работы стяжных пружин тормозных колодок.",1,"0"
23140,2,"Из-за неправильного давления в шинах.",0,"0"
23140,1,"Из-за неисправной работы дифференциала.",0,"0"
23141,3,"Когда загорится контрольная лампа давления масла.",0,"0"
23141,2,"Ежедневно.",1,"0"
23141,1,"Перед началом длинного маршрута.",0,"0"
23142,2,"Прекращение тока между аккумулятором и стартером.",1,"0"
23142,1,"Сорвался приводной ремень.",0,"0"
23142,3,"Не работает хорошо мультипликатор.",0,"0"
23143,3,"Проверить и отрегулировать насос и распылители и почистить воздушный фильтр.",1,"0"
23143,2,"Немедленно отремонтировать двигатель.",0,"0"
23143,1,"Заменить смазочное масло.",0,"0"
23144,3,"Плохая внутренняя затяжка насоса инжектора.",0,"0"
23144,1,"Низкое сжатие цилиндров.",0,"0"
23144,2,"Закупорка системы питания.",1,"0"
23145,1,"Тем, что водитель включает большую скорость.",0,"0"
23145,2,"Тем, что у двигателя нет нормального аванса.",0,"0"
23145,3,"Тем, что двигатель расходует большое количество масла.",1,"0"
23146,1,"По бокам протектора.",0,"0"
23146,2,"В середине протектора.",1,"0"
23146,3,"Только во внутренней стороне протектора.",0,"0"
23147,3,"Вы заботитесь о незамедлительной его замене.",1,"0"
23147,2,"Вы изолируете его от остальной цепи.",0,"0"
23147,1,"Вы заботитесь о его починке с помощью сварки.",0,"0"
23148,3,"Большое потребление масла.",0,"0"
23148,1,"Попадание воды в цилиндры.",1,"0"
23148,2,"Перегрев дизельного двигателя.",0,"0"
23149,1,"Меньший боковой наклон транспортного средства на поворотах.",0,"0"
23149,2,"Необычное поведение транспортного средства особенно на поворотах.",1,"0"
23149,3,"Необычное функционирование двигателя.",0,"0"
23150,3,"Разбрызгивать сжатый воздух антифризом, чтобы детали не замерзали при низких температурах.",1,"0"
23150,2,"Подавать сжатый воздух системе, чтобы сохранялись стабильные величины  высшего и низшего давления в газохранилищах.",0,"0"
23150,1,"Сохранять стабильное давление в системе.",0,"0"
23151,2,"Проверить давление шин до начала поездки.",1,"0"
23151,3,"Ехать с включённым ближним светом фар.",0,"0"
23151,1,"Регулировать давление шин меньше рекомендуемого изготовителем.",0,"0"
23152,1,"Повышенное число оборотов двигателя.",0,"0"
23152,2,"Внешняя температура.",0,"0"
23152,3,"Качество и давление шин.",1,"0"
23153,1,"Руль не будет нормально возвращаться. Нестабильность в управлении.",1,"0"
23153,2,"Система управления сломается преждевременно.",0,"0"
23153,3,"Вы не сможете с легкостью повернуть транспортное средство.",0,"0"
23154,3,"Починить тахограф, когда это возможно.",0,"0"
23154,2,"Уведомить ближайший полицейский орган и позаботиться о скорой починке тахографа.",1,"0"
23154,1,"Уведомить владельца транспортного средства.",0,"0"
23155,1,"На 6 месяцев.",0,"0"
23155,2,"На 12 месяцев.",1,"0"
23155,3,"На 24 месяца.",0,"0"
23156,3,"«Имеет систему ограничения скорости. Максимальная скорость 100 км\ч.»",1,"0"
23156,2,"«Имеет систему ограничения скорости. Скорость свыше 100 км\ч разрешена.»",0,"0"
23156,1,"«Имеет систему ограничения скорости.»",0,"0"
23157,3,"На систему выброса отработанных газов.",0,"0"
23157,2,"На систему подачи топлива.",1,"0"
23157,1,"На систему торможения.",0,"0"
23158,2,"Разрешается временно увеличить предельную скорость системы ограничения скорости.",0,"0"
23158,1,"Не разрешается, временно или постоянно, увеличить предельную скорость системы ограничения скорости.",1,"0"
23158,3,"Разрешается постоянно увеличить предельную скорость системы ограничения скорости.",0,"0"
23159,3,"Книжку гарантии системы.",0,"0"
23159,2,"Техническое пособие системы ограничения скорости.",0,"0"
23159,1,"Справка от представителя или справка уполномоченной мастерской техобслуживания, поставившей систему ограничения скорости.",1,"0"
23160,3,"ДА.",1,"0"
23160,2,"Могут иметь факультативно.",0,"0"
23160,1,"НЕТ.",0,"0"
23161,2,"ДА.",0,"0"
23161,1,"НЕТ.",1,"0"
23162,3,"1 января 1988.",1,"0"
23162,1,"1 января 1984.",0,"0"
23162,2,"1 января 1985.",0,"0"
23163,2,"НЕТ.",1,"0"
23163,1,"ДА.",0,"0"
23164,2,"Для удобства пассажиров.",0,"0"
23164,3,"Для защиты окружающей среды и для безопасности дорожного движения.",1,"0"
23164,1,"Для улучшения дорожного поведения автобуса.",0,"0"
23165,3,"110 км\ч.",0,"0"
23165,2,"100 км\ч.",1,"0"
23165,1,"90 км\ч.",0,"0"
23166,1,"Заполнять на нем все данные, предусмотренные соответствующими директивами о тахографах.",1,"0"
23166,2,"Вставлять лист в тахограф безо всякого заполнения.",0,"0"
23166,3,"Записать на нем только имя и фамилию.",0,"0"
23167,1,"Круглосуточно,  без перерыва.",1,"0"
23167,2,"10 часов.",0,"0"
23167,3,"15 часов.",0,"0"
23168,1,"Владелец транспортного средства.",1,"0"
23168,3,"Водитель.",0,"0"
23168,2,"Компетентный полицейский орган.",0,"0"
23169,3,"Пятнадцати (15) предыдущих дней.",1,"0"
23169,2,"Пяти (5) предыдущих дней.",0,"0"
23169,1,"Предыдущего дня.",0,"0"
23170,3,"Столько, сколько желает владелец или водитель.",0,"0"
23170,2,"24 часа.",1,"0"
23170,1,"12 часов.",0,"0"
23171,2,"НЕТ.",0,"0"
23171,1,"ДА.",1,"0"
23172,2,"На расстояние не меньше 50 м.",1,"0"
23172,1,"На расстояние не меньше 20 м.",0,"0"
23172,3,"На расстояние не меньше 100 м.",0,"0"
23173,1,"Десять минут.",0,"0"
23173,2,"Тридцать минут.",0,"0"
23173,3,"Сорок пять минут.",1,"0"
23174,3,"10  кг.",0,"0"
23174,2,"8 кг.",0,"0"
23174,1,"6 кг.",1,"0"
23175,3,"В школьных автобусах.",1,"0"
23175,2,"В туристических автобусах.",0,"0"
23175,1,"В автобусах по перевозке персонала.",0,"0"
23176,1,"Водитель и гид.",0,"0"
23176,2,"Пассажиры.",0,"0"
23176,3,"Гид.",1,"0"
23177,1,"Вы обязаны заявить об этом в службу, выдавшую техпаспорт.",1,"0"
23177,2,"Вы не обязаны, поскольку вы напишете снова наружную характеристику транспортного средства.",0,"0"
23177,3,"Вы обязаны заявить в зависимости от максимального веса-брутто транспортного средства.",0,"0"
23178,1,"Воссоединить две части вместе.",0,"0"
23178,2,"Обратиться в компетентную Службу Министерства Транспорта, чтобы заменить номерной знак.",1,"0"
23178,3,"Купить и установить новый номерной знак.",0,"0"
23179,3,"Является обязательным, даже и в светлое время суток, при обгоне военной колонны.",0,"0"
23179,2,"Является обязательным в случае густого тумана, как в населенных пунктах, так и вне населённых пунктов.",1,"0"
23179,1,"Не разрешается в тоннеле.",0,"0"
23180,2,"Приносят незначительную пользу при дорожном движении.",0,"0"
23180,3,"Должны быть утверждённого типа и всегда в хорошем состоянии.",1,"0"
23180,1,"Являются единственными системами безопасности, предусмотренными для автомобилей.",0,"0"
23181,1,"Каждые 6 месяцев.",1,"0"
23181,2,"Ежегодно.",0,"0"
23181,3,"Каждые 2 года.",0,"0"
23182,1,"Каждые три (3) года.",0,"0"
23182,2,"Каждые пять (5) лет.",0,"0"
23182,3,"Каждые пять (5) лет до исполнения 65летнего возраста и каждые три (3) года после исполнения 65летнего возраста.",1,"0"
23183,1,"Когда это указывается в техпаспорте автобуса.",0,"0"
23183,2,"Когда это предусматривает завод-производитель автобусов.",0,"0"
23183,3,"Когда на потолке кузова и в коридоре имеется соответствующее количество ручек для держания.",1,"0"
23184,2,"Да. Сколько записано в техническом паспорте автобуса.",1,"0"
23184,3,"Да. Насколько и количество сидящих пассажиров.",0,"0"
23184,1,"Да. Сколько помещаются в автобусе.",0,"0"
23185,3,"Застегнуты ремнем безопасности.",0,"0"
23185,2,"Сопровождаются третьим лицом, который заботиться об их перевозке и сидит вместе с ним на сидении, перед которым находится другое сидение.",1,"0"
23185,1,"Занимают место за сидением другого пассажира.",0,"0"
23186,2,"30%.",0,"0"
23186,1,"25%.",1,"0"
23186,3,"50%.",0,"0"
23187,3,"Каждые два года.",0,"0"
23187,1,"Каждые 6  месяцев.",0,"0"
23187,2,"Каждый год.",1,"0"
23188,3,"15 часов.",0,"0"
23188,2,"14 часов.",0,"0"
23188,1,"11 часов.",1,"0"
23189,1,"Один (1) раз.",0,"0"
23189,2,"Два (2) раза.",1,"0"
23189,3,"Три (3) раза.",0,"0"
23190,1,"80 часов.",0,"0"
23190,2,"90 часов.",1,"0"
23190,3,"100 часов.",0,"0"
23191,1,"5 часов и 30 минут.",0,"0"
23191,2,"4 часа и 30 минут.",1,"0"
23191,3,"3 часа и 30 минут.",0,"0"
30723,2,"Motori fillon te punoje me veshtiresi.",0,"0"
30723,3,"Konsumimi i lendeve djegese eshte me i madh.",1,"0"
30724,2,"Kur automjeti nuk ploteson kushtet e siguracionit te qarkullimit.",0,"0"
30724,1,"Kur kini ne zoterimin tuaj lejen e qarkullimit te automjetit.",1,"0"
30725,1,"Se nuk funksionon mire sistemi ftohes i motorit.",0,"0"
30725,2,"Ne difekt te sistemit elektrik.",0,"0"
30725,3,"Ne djegie te vajit lubrifikues te motorit.",1,"0"
30726,2,"Ka nderprerje te rrymes elektrike midis akumulatorit (baterise) dhe mizes (motorinos).",1,"0"
30726,3,"Nuk funksionon shumfishuesi (Multiplitori).",0,"0"
30726,1,"Eshte prere rripi i transmisionit.",0,"0"
30727,3,"Demtim i pompes se ujit.",0,"0"
30727,1,"Mbingrohja e motorit.",1,"0"
30727,2,"Zhurme shume e madhe e motorit.",0,"0"
30728,2,"Ne dy rrotat e pasme.",0,"0"
30728,1,"Ne dy rrotat e parme.",1,"0"
30728,3,"Ne nje rrote te parme dhe ne nje rrote te pasme diagonalisht.",0,"0"
30729,2,"Zhurme shume e madhe e motorit.",0,"0"
30729,1,"Mbingrohjen e motorit.",1,"0"
30729,3,"Prishje e pompes se ujit.",0,"0"
30731,3,"Nga ngjyra e gazrave qe shkarkohen nga skapamentua.",0,"0"
30731,2,"Nga zhurma shume e madhe.",1,"0"
30731,1,"Nga konsumimi i tepert i karburantit.",0,"0"
30732,1,"Nje pajisje qe transformon tensionin e rrymes nga i ulet ne te larte.",1,"0"
30732,2,"Nje pajisje qe shperndan rymen e tensionit te larte tek centilet e kandeles (buzhise).",0,"0"
30732,3,"Nje pajisje e cila mbyt zhurmat.",0,"0"
30733,3,"Per te shkeputur ose per te rilidhur motorin me pjeset e tjera te sistemit te transmisionit te levizjes.",1,"0"
30733,1,"Per tu arritur ngadalesimi me efikasitet automjetit.",0,"0"
30733,2,"Per te ulur zhurmen e motorit.",0,"0"
30734,3,"Kur lengu mbulon plotesisht pllakat e baterise.",0,"0"
30734,1,"Kur mbetet i paperdorur per shume kohe.",1,"0"
30734,2,"Kur perdorni(per mbushje) lengun e posacem.",0,"0"
30735,1,"Me te njejten sigurese te cilen e lidhni qark me nje tel.",0,"0"
30735,3,"Me sigurese te re me intensitet ryme me te madh.",0,"0"
30735,2,"Me sigurese te re te te njejtit intensitet ryme.",1,"0"
30736,1,"Duke i terhequr menjehere me force.",1,"0"
30736,2,"Mbasi automjeti te kete mare shpejtesi te madhe shkelni frenat me force.",0,"0"
30736,3,"Rripat automatike te sigurimit nuk kane nevoje per tu kontrolluar.",0,"0"
30737,1,"Akumulatorin (Baterine).",0,"0"
30737,2,"Llamben.",1,"0"
30737,3,"Gjeneratorin.",0,"0"
30738,2,"Per ndalimin, frenimin e mjetit.",0,"0"
30738,3,"Per nisjen ne tatepjete.",0,"0"
30738,1,"Per moslevizjen e automjetit ne rast parkimi dhe si fren ndihmes ne cdo rast ku mund te kerkohet.",1,"0"
30739,1,"Nga treguesit e temperatures.",1,"0"
30739,2,"Nga treguesit e manometrit ose te llambes treguese te presionit te vajit lubrifikues.",0,"0"
30739,3,"Nga zhurma e motorit.",0,"0"
30740,3,"Te ndaloje qarkullimin e ujit kur ky eshte ngrohur shume.",0,"0"
30740,1,"Te siguroje kur eshte i hapur qarkullimin e shpejte te ujit.",0,"0"
30740,2,"Te ruaje temperaturen e motorit kur kjo kalon kufirin e duhur.",1,"0"
30741,2,"Te kontrolloni sasine e vajit dhe ta plotesoni nese duhet.",1,"0"
30741,1,"Te nderroni vajin e motorit.",0,"0"
30741,3,"Te zevendesoni rripin e boshtit (aksit) te valvolave.",0,"0"
30742,3,"Te kene te njejten forme shualli dhe te njejten grade amortizimi.",1,"0"
30742,1,"Te kene forme te ndryshme te shuallit (te tabanit) por te njejten grade amortizimi.",0,"0"
30742,2,"Te kene grade amortizimi te ndryshme mjafton te kene njesoj formen e shuallit.",0,"0"
30743,3,"Ngarkim i njeanshem i automjetit.",0,"0"
30743,2,"Ndryshim te madh te presionit te ajrit te gomave te perparme te automjetit.",1,"0"
30743,1,"Ndryshim i madh i konsumimit te gomave te perparme te automjetit.",0,"0"
30744,2,"Lironi bullonat me celsin special ndersa rrota mbeshtetet ne toke.",1,"0"
30744,1,"Ngrini automjetin me krikon dhe lironi bullonat me celsin special ndersa rrota qendron pezull ne ajer.",0,"0"
30745,1,"Ato qe ju propozon mekaniku i riparimit.",0,"0"
30745,2,"Ato qe ju mendoni se i shkojne me shume automjetit tuaj.",0,"0"
30745,3,"Ato qe ju rekomandon konstruktori i automjetit.",1,"0"
30746,2,"Ta zevendesoni me sigurese te re me tregues me te madh Amperi.",0,"0"
30746,3,"Ta zevendesoni me sigurese te re me tregues Amperi te njejte.",1,"0"
30746,1,"Ta zevendesoni me sigurese te re me Amper me te vogel.",0,"0"
30747,1,"Temperature normale.",0,"0"
30747,3,"Temperature e ulet.",0,"0"
30747,2,"Temperature e larte.",1,"0"
30748,3,"Uje nga cesmja.",0,"0"
30748,1,"Uje te distiluar.",0,"0"
30748,2,"Leng kundra piksjes.",1,"0"
30749,2,"Perdorim te ekzagjeruar te sistemit te ngrohjes (kaloriferet).",0,"0"
30749,3,"Funksionim i keq i kondicionerit.",0,"0"
30749,1,"Mungese lengu ftohes.",1,"0"
30750,3,"Eshte nxehur shume motori.",0,"0"
30750,2,"Eshte e prishur bateria ( akumulatori).",0,"0"
30750,1,"Funksionim i keq i qarkut elektrik te automjetit.",1,"0"
30751,1,"Se ka rjedhje te lengut te frenave ose ulje  te madhe te nivelit te lengut te frenave.",1,"0"
30751,3,"Jane shkatruar siperfaqet e ferkimit(ferotat).",0,"0"
30751,2,"Jane lagur siperfaqet e ferkimit (te ferotave).",0,"0"
30752,1,"Per te mos humbur garancine e automjetit.",0,"0"
30752,2,"Per te kontrolluar nese duhet ndruar vaji.",0,"0"
30752,3,"Nese ka rrjedhje ose djegje te ekzagjeruar te vajit nga motori.",1,"0"
30753,3,"Cdo vit.",0,"0"
30753,1,"Cdo kater vjet.",0,"0"
30753,2,"Cdo dy vjet perjashto rastet kur percaktohet program i ndryshem nga Ministria e Transportit dhe e Komunikacionit.",1,"0"
30754,3,"Defekt ne motor.",0,"0"
30754,2,"Eshte djegur siguresa e qarkut perkates elektrik.",1,"0"
30754,1,"Defekt ne akumulator ( bateri).",0,"0"
30755,2,"Diametrin e diskut ne te cilin vendoset goma.",1,"0"
30755,1,"Diametrin e jashtem te gomes.",0,"0"
30755,3,"Ngarkesen maksimale qe reziston goma.",0,"0"
30756,2,"Kishte presion te ulet per nje kohe shume te gjate ne gomat.",0,"0"
30756,1,"Kishte presion te tepert per nje kohe shume te gjate ne gomat.",1,"0"
30756,3,"Kjo eshte menyra normale e amortizimit te gomave.",0,"0"
30757,3,"Funksionim i keq i frenave.",0,"0"
30757,2,"Funksionim i keq i termostatit.",1,"0"
30757,1,"Funksionim i keq i distributorit.",0,"0"
30758,1,"Niveli i vajit lubrifikues i motorit eshte i ulet.",0,"0"
30758,2,"Kandelat kane vaj.",0,"0"
30758,3,"Eshte prere rripi i ventilatorit.",1,"0"
30759,1,"Bllokimi i filtrit te ajrit.",0,"0"
30759,2,"Difekti i sistemit ftohes.",1,"0"
30759,3,"Bllokimi i filtrit te karburantit.",0,"0"
30760,3,"Shtohet afati i amortizimit. Gomat do te rrojne me shume.",0,"0"
30760,1,"Mundet qe per aresye te mbingrohjes te krijohen deme tek gomat.",1,"0"
30760,2,"UIet stabiliteti i drejtimit te automjetit.",0,"0"
30761,1,"Pronari ose poseduesi i automjetit.",1,"0"
30761,3,"Shoferi ( drejtuesi) i automjetit.",0,"0"
30761,2,"Shoqeria e siguracionit.",0,"0"
30762,3,"Gjatesia e frenimit zvogelohet.",0,"0"
30762,2,"Rrota qe frenon me pak , mbetet pa levizur e para.",0,"0"
30762,1,"Automjeti mund te ike ne brinje.",1,"0"
30763,3,"Per te treguar nervozizmin tuaj tek shoferet e tjere.",0,"0"
30763,1,"Per te njoftuar prezencen tuaj tek shoferet e tjere te rruges, ne raste rreziku ose gjendjes se jashtezakoneshme.",1,"0"
30763,2,"Per te komunikuar me shoferet e tjere te rruges.",0,"0"
30764,1,"Siguracioni rrugor presupozon interesin tuaj ndaj shofereve te tjere.",1,"0"
30764,2,"Duhet te prisni gjithmone sjelljen e mire te shofereve te tjere.",0,"0"
30765,2,"Vazhdoni drejtimin e ecjes tuaj me drita te ndezura.",0,"0"
30765,1,"I bini burise dhe frenoni.",1,"0"
30765,3,"Ndizni menjehere dritat e mesme( kryqezuese).",0,"0"
30766,1,"PO.",1,"0"
30766,2,"JO.",0,"0"
30767,2,"Ndalohet.",0,"0"
30767,1,"Lejohet nen disa kushte por nuk rekomandohet.",1,"0"
30768,2,"Brenda nje tuneli.",0,"0"
30768,1,"Pjese te rruges e cila eshte e lire nga pengesat anesore.",1,"0"
30768,3,"Ne nje rajon te banuar.",0,"0"
30769,3,"I njejte si me pare.",0,"0"
30769,2,"I ulet.",0,"0"
30769,1,"I shtuar.",1,"0"
30770,1,"Vini shpejtesi me te ulet, perdorni frenat e dores duke shkelur gjithmone butonin, kerkoni per nje vend me hapesire te lire dhe vazhdimisht ushtroni presione te njepasnjeshme tek pedali i frenave.",1,"0"
30770,2,"Ngrini me kembengulje frenat e dores.",0,"0"
30771,2,"Te shtyni automjetin jashte kalimit hekurudhor.",0,"0"
30771,1,"Te merni ne telefon pergjegjesin e rruge kalimit.",0,"0"
30771,3,"Te nxirrni te gjithe pasagjeret nga automjeti  dhe ti largoni ata.",1,"0"
30772,1,"50 m.",0,"0"
30772,2,"20 m.",1,"0"
30773,3,"Uji mund te kete hyre ne qarkun hidraulik.",0,"0"
30773,2,"Frenat tuaja mund te jene lagur.",1,"0"
30773,1,"Frenat tuaja mund te jene nxehur.",0,"0"
30774,2,"Beni nje frenim te menjehershem.",0,"0"
30774,1,"Mbani timoni shtrenguar ne menyre qe te ruani kontrollin dhe te ngadalesoni normalisht.",1,"0"
30775,1,"Te vini ne funksion tek te dy automjetet dritat e alarmit.",1,"0"
30775,2,"Nga hyrja e mepasme te hyni ne rruge automobilistike pasi ne te mund te shoferoni me shpejtesi konstante.",0,"0"
30776,2,"Hidhni uje ne flaket.",0,"0"
30776,1,"Nderprisni funksionin e motorit. Largoni njerezit dhe fikni zjarrin me zjarrfiksin dhe nese eshte nevoja me rere dhe me balte.",1,"0"
30777,2,"Lejon te ulni distancen e sigurise.",0,"0"
30777,1,"Menjanon giate frenimit, bllokimin e rrotave dhe lejon, ndersa frenoni te ruani kontrollin e automjetit.",1,"0"
30778,2,"100 metra.",0,"0"
30778,1,"50 metra.",1,"0"
30779,3,"Kaloni shinat me shpejtesi.",0,"0"
30779,2,"Kaloni me ngadale shinat.",0,"0"
30779,1,"Ndaleni ne distance siguruese para kalimit te vijes hekurudhore.",1,"0"
30780,2,"Te frenoni befas dhe te mbani timonin forte.",0,"0"
30780,3,"Te lini lehtesisht gazin.",1,"0"
30780,1,"Te shtoni shpejtesine dhe te mbani timonin forte.",0,"0"
30781,1,"50 m.",0,"0"
30781,2,"100 m.",1,"0"
30782,1,"Ju hiqet leja e drejtimit te automjetit dhe qe te drejtoni prape automjet duhet te rijipni prova.",1,"0"
30782,2,"Ju konfiskojne lejen e drejtimit te automjetit.",0,"0"
30783,1,"Gjobe, denime burgimi, heqje te perkoheshme ose te perhereshme te lejes se drejtimit te automjetit, hegje te targave te qarkullimit te automjetit.",1,"0"
30783,2,"Konfiskim te automjetit.",0,"0"
30784,2,"JO.",0,"0"
30784,1,"PO.",1,"0"
30785,2,"Permbajtja e alkoolit ne gjak me e madhe se 1.10 gram per cdo liter gjak.",0,"0"
30785,1,"Kalimi i kufirit te spejtesise 20 km/h.",1,"0"
30786,3,"Nje motociklete.",0,"0"
30786,2,"Nje automjet kamion pesha e perbere e te cilit nuk kalon 3.500 kg.",1,"0"
30786,1,"Nje automjet 10-vendesh nese ju transportoni 8 pasagjere.",0,"0"
30787,2,"Nje automjet pesha e te cilit me ngarkese nuk kalon 5.000 Kg.",0,"0"
30787,1,"Nje automjet 9 -vendesh se bashku me ate te shoferit.",1,"0"
30787,3,"Nje motociklete.",0,"0"
30788,1,"Ikja ne rast aksidenti.",1,"0"
30788,2,"Mosrespektimi i tabeles STOP.",0,"0"
30789,2,"Tejkalimi i kufirit te shpejtesise mbi 40 km nga kufiri i lejuar.",1,"0"
30789,1,"Mos respektimi i ndaljes tek tabela e leshimit te perparesise se kalimit.",0,"0"
30790,2,"Permbajtja e alkoolit ne gjak me shume se 1,10 gram per liter gjaku.",1,"0"
30790,1,"Mos ndalja e automjetit tek tabela STOP.",0,"0"
30791,2,"Gjate dites.",0,"0"
30791,3,"Cilendo kohe.",1,"0"
30791,1,"Gjate nates.",0,"0"
30792,3,"Sa me shpejt te jete e mundur.",1,"0"
30792,2,"48 oreve.",0,"0"
30792,1,"24 oreve.",0,"0"
30793,1,"Nese ka dyshime per aftesine qe te drejtoje automjet.",1,"0"
30793,2,"Nese shkaktoi aksident automobilistik.",0,"0"
30793,3,"Mbas mbarimit te afatit te lejes se drejtimi te automjetit.",0,"0"
30794,3,"Asnje.",0,"0"
30794,1,"Mbajtes i lejes se aftesise se drejtimit te automjetit qe i jep te drejten te drejtoje  automjet te se njejtes kategori me tuajin.",1,"0"
30794,2,"Person te moshes 18 vjec i cili di te  drejtoje automjet ose meson per te drejtuar.",0,"0"
30795,3,"Ju si shofer i automjetit.",1,"0"
30795,1,"Priderit e femijeve.",0,"0"
30795,2,"Pasagjeret e ndenjesve te para.",0,"0"
